Estado,Fecha,Año,Mes,Temperatura,Precipitacion,Humedad,PM25,PM10,O3,NO2,SO2,CO,Poblacion,Densidad_Poblacional,Poblacion_Vulnerable_Pct,Casos_Respiratorios
CDMX,2020-10-01,2020,10,13.9,47.62,50.17,30.19,56.01,0.03051,0.04791,0.02395,1.001,9209944,6160.5,14.2,35568
Durango,2020-10-01,2020,10,19.03,52.32,59.62,9.0,11.27,0.02923,0.01172,0.0061,0.211,1832650,14.86,12.0,3907
Guanajuato,2020-10-01,2020,10,20.89,54.63,54.08,16.6,21.46,0.02957,0.02394,0.01379,0.826,6166934,201.49,12.2,14380
Guerrero,2020-10-01,2020,10,25.2,50.13,58.16,10.41,19.49,0.02285,0.01666,0.00756,0.421,3540685,55.67,13.8,6091
Hidalgo,2020-10-01,2020,10,17.62,67.8,53.69,14.96,25.95,0.02275,0.02253,0.01287,0.658,3082841,148.12,13.0,8110
Jalisco,2020-10-01,2020,10,21.72,44.66,57.0,19.66,28.97,0.02887,0.02797,0.0163,0.798,8348151,106.23,12.4,20599
Edomex,2020-10-01,2020,10,15.16,46.57,60.95,22.95,43.08,0.03117,0.03467,0.01868,0.909,16992418,760.05,11.9,54964
Michoacán,2020-10-01,2020,10,20.3,42.2,51.24,11.87,12.11,0.02349,0.01801,0.00923,0.239,4748846,81.04,13.2,11300
Morelos,2020-10-01,2020,10,22.8,47.11,57.23,16.58,30.52,0.0309,0.02865,0.0123,0.687,1971520,404.08,13.5,4467
Nayarit,2020-10-01,2020,10,24.82,67.11,56.93,9.66,17.86,0.02837,0.01336,0.00854,0.321,1235456,44.42,12.8,2350
Nuevo León,2020-10-01,2020,10,23.47,54.4,46.66,23.58,43.05,0.02924,0.03744,0.01859,0.961,5784442,90.16,10.8,13278
Oaxaca,2020-10-01,2020,10,22.17,62.68,57.49,14.27,27.93,0.03194,0.01986,0.01088,0.76,4132148,44.07,14.8,9458
Puebla,2020-10-01,2020,10,17.74,57.8,54.66,14.35,23.81,0.02606,0.02063,0.00948,0.509,6583278,191.9,12.6,16526
Querétaro,2020-10-01,2020,10,19.74,58.5,51.63,12.52,30.38,0.03159,0.01907,0.00849,0.488,2368467,202.71,11.2,5502
Quintana Roo,2020-10-01,2020,10,27.63,43.24,82.86,10.42,19.03,0.02456,0.01491,0.00846,0.426,1857985,41.56,9.5,2844
San Luis Potosí,2020-10-01,2020,10,21.29,58.13,48.79,16.32,24.0,0.02432,0.02174,0.01482,0.575,2822255,46.16,12.5,6407
Sinaloa,2020-10-01,2020,10,24.9,67.77,52.17,16.28,33.19,0.03012,0.02408,0.01288,0.886,3026943,52.77,12.0,6561
Sonora,2020-10-01,2020,10,21.39,10.69,35.5,11.68,18.23,0.02439,0.02114,0.00992,0.218,2944840,16.42,11.2,6297
Tabasco,2020-10-01,2020,10,28.31,88.77,68.2,12.03,25.7,0.02669,0.0175,0.00775,0.475,2402598,97.15,12.5,4461
Tamaulipas,2020-10-01,2020,10,24.94,39.43,55.07,11.93,20.47,0.02819,0.0202,0.00974,0.477,3527735,44.0,11.5,6506
Tlaxcala,2020-10-01,2020,10,14.22,30.19,52.36,23.79,45.22,0.03075,0.0374,0.01904,1.057,1342977,336.5,12.2,4507
Veracruz,2020-10-01,2020,10,23.02,107.01,69.93,11.72,18.8,0.03177,0.0175,0.00887,0.579,8062579,112.26,13.5,15889
Yucatán,2020-10-01,2020,10,25.69,47.08,75.14,8.84,20.54,0.02484,0.0165,0.00642,0.322,2320898,58.72,12.5,3911
Zacatecas,2020-10-01,2020,10,15.9,63.1,52.08,13.84,29.63,0.02924,0.01878,0.01058,0.5,1622138,21.55,12.8,4785
Aguascalientes,2020-11-01,2020,11,11.98,21.05,53.39,14.66,22.98,0.01967,0.02365,0.0116,0.592,1425607,253.76,11.5,4484
Baja California,2020-11-01,2020,11,18.67,30.75,49.75,19.36,35.81,0.02028,0.03266,0.01509,0.791,3769020,52.75,10.2,10166
Baja California Sur,2020-11-01,2020,11,21.78,6.09,46.97,12.43,25.05,0.01766,0.01783,0.01105,0.629,798447,10.8,9.8,1579
Campeche,2020-11-01,2020,11,23.21,31.66,49.81,12.72,15.05,0.01815,0.01881,0.01,0.515,928363,16.03,12.0,1733
Chiapas,2020-11-01,2020,11,19.72,41.46,45.44,15.48,33.39,0.02335,0.02709,0.01307,0.714,5543828,75.64,14.5,14711
Chihuahua,2020-11-01,2020,11,9.53,3.74,15.59,13.2,35.17,0.01804,0.0216,0.00968,0.624,3741869,15.12,11.8,12147
Coahuila,2020-11-01,2020,11,13.15,30.36,31.36,21.52,35.46,0.01752,0.03173,0.01802,1.013,3146771,20.76,11.0,9584
Colima,2020-11-01,2020,11,21.82,27.9,40.27,12.35,27.52,0.02445,0.01951,0.01119,0.406,731391,130.03,12.5,1544
CDMX,2020-11-01,2020,11,11.52,30.12,39.14,33.06,47.84,0.01899,0.05468,0.02496,1.494,9209944,6160.5,14.2,37243
Durango,2020-11-01,2020,11,11.93,8.31,49.52,11.2,15.82,0.02082,0.01589,0.00795,0.616,1832650,14.86,12.0,4788
Guanajuato,2020-11-01,2020,11,13.83,40.0,43.67,24.78,44.21,0.01948,0.04096,0.02066,1.37,6166934,201.49,12.2,19588
Guerrero,2020-11-01,2020,11,25.35,10.85,48.28,14.69,22.81,0.02132,0.02054,0.01182,0.555,3540685,55.67,13.8,7140
Hidalgo,2020-11-01,2020,11,9.46,10.05,47.17,15.15,23.69,0.0259,0.02283,0.01553,0.648,3082841,148.12,13.0,9460
Jalisco,2020-11-01,2020,11,16.79,33.46,38.66,22.53,41.21,0.02541,0.03661,0.01855,1.028,8348151,106.23,12.4,25632
Edomex,2020-11-01,2020,11,9.4,44.84,47.5,28.76,49.44,0.02391,0.04804,0.02452,1.442,16992418,760.05,11.9,64798
Michoacán,2020-11-01,2020,11,16.97,11.82,39.07,16.99,32.28,0.02222,0.02896,0.01417,0.895,4748846,81.04,13.2,12861
Morelos,2020-11-01,2020,11,18.26,22.63,50.61,19.43,35.98,0.02456,0.03281,0.01606,1.022,1971520,404.08,13.5,5271
Nayarit,2020-11-01,2020,11,21.29,38.88,47.24,15.43,28.87,0.01873,0.02786,0.01268,0.84,1235456,44.42,12.8,2766
Nuevo León,2020-11-01,2020,11,20.12,28.7,54.05,24.65,47.35,0.02143,0.04129,0.01959,1.055,5784442,90.16,10.8,15186
Oaxaca,2020-11-01,2020,11,18.45,11.18,44.86,12.45,31.37,0.02566,0.01896,0.01068,0.769,4132148,44.07,14.8,10775
Puebla,2020-11-01,2020,11,11.06,41.74,37.36,19.69,31.74,0.02146,0.03079,0.018,1.049,6583278,191.9,12.6,21346
Querétaro,2020-11-01,2020,11,13.81,14.07,39.11,19.19,38.3,0.02497,0.03356,0.0144,0.95,2368467,202.71,11.2,7349
Quintana Roo,2020-11-01,2020,11,24.82,9.35,64.57,6.76,24.32,0.02629,0.00942,0.00476,0.163,1857985,41.56,9.5,2973
San Luis Potosí,2020-11-01,2020,11,19.32,40.75,45.89,18.72,24.92,0.01784,0.03053,0.0165,0.703,2822255,46.16,12.5,6838
Sinaloa,2020-11-01,2020,11,19.53,22.49,43.7,16.22,31.38,0.02005,0.0289,0.01354,0.815,3026943,52.77,12.0,7152
Sonora,2020-11-01,2020,11,17.15,10.47,35.74,13.69,20.92,0.02239,0.02147,0.01211,0.587,2944840,16.42,11.2,7514
Tabasco,2020-11-01,2020,11,24.71,23.64,56.47,9.92,17.97,0.02057,0.01871,0.01045,0.313,2402598,97.15,12.5,3969
Tamaulipas,2020-11-01,2020,11,20.21,45.63,37.41,16.02,29.19,0.01731,0.02652,0.0142,0.886,3527735,44.0,11.5,8398
Tlaxcala,2020-11-01,2020,11,9.27,46.25,35.11,17.53,33.81,0.01834,0.0302,0.01402,0.763,1342977,336.5,12.2,4429
Veracruz,2020-11-01,2020,11,17.25,42.2,54.46,15.04,20.02,0.02193,0.02783,0.01163,0.651,8062579,112.26,13.5,20071
Yucatán,2020-11-01,2020,11,24.37,20.54,60.72,10.96,14.16,0.02448,0.01772,0.00826,0.315,2320898,58.72,12.5,4249
Zacatecas,2020-11-01,2020,11,9.39,25.66,50.5,13.25,10.84,0.01741,0.02157,0.011,0.65,1622138,21.55,12.8,4760
Aguascalientes,2020-12-01,2020,12,9.23,33.07,39.85,24.52,39.32,0.02188,0.03711,0.02289,1.315,1425607,253.76,11.5,5461
Baja California,2020-12-01,2020,12,16.49,31.77,45.57,22.98,52.41,0.02182,0.03729,0.01967,1.197,3769020,52.75,10.2,11267
Baja California Sur,2020-12-01,2020,12,15.81,2.77,29.52,14.34,18.68,0.02188,0.02736,0.01239,0.549,798447,10.8,9.8,1921
Campeche,2020-12-01,2020,12,20.99,46.89,35.19,8.61,20.23,0.02389,0.01134,0.007,0.438,928363,16.03,12.0,1986
Chiapas,2020-12-01,2020,12,18.62,30.93,40.24,16.17,36.38,0.0154,0.02718,0.01457,0.744,5543828,75.64,14.5,15061
Chihuahua,2020-12-01,2020,12,4.76,3.01,18.75,17.31,35.54,0.01999,0.02848,0.01498,0.715,3741869,15.12,11.8,13760
Coahuila,2020-12-01,2020,12,8.04,34.41,16.29,18.11,31.46,0.01712,0.03475,0.01603,0.857,3146771,20.76,11.0,10447
Colima,2020-12-01,2020,12,22.28,11.87,36.5,13.25,26.4,0.01712,0.02075,0.01039,0.585,731391,130.03,12.5,1651
CDMX,2020-12-01,2020,12,5.35,29.27,36.64,31.22,57.54,0.01819,0.05321,0.02783,1.553,9209944,6160.5,14.2,41298
Durango,2020-12-01,2020,12,6.13,10.71,33.83,10.94,23.65,0.0232,0.01896,0.00817,0.55,1832650,14.86,12.0,5964
Guanajuato,2020-12-01,2020,12,9.05,6.46,45.04,28.15,53.27,0.01691,0.05213,0.02475,1.487,6166934,201.49,12.2,24155
Guerrero,2020-12-01,2020,12,23.31,34.63,27.93,12.65,18.29,0.01723,0.0213,0.01124,0.724,3540685,55.67,13.8,7624
Hidalgo,2020-12-01,2020,12,5.4,28.15,33.46,21.4,40.2,0.02352,0.03783,0.01908,1.075,3082841,148.12,13.0,12185
Jalisco,2020-12-01,2020,12,15.2,18.84,39.02,23.25,36.72,0.01623,0.03906,0.01967,1.02,8348151,106.23,12.4,26190
Edomex,2020-12-01,2020,12,4.51,29.11,29.15,30.53,54.57,0.01747,0.05358,0.02688,1.395,16992418,760.05,11.9,74802
Michoacán,2020-12-01,2020,12,14.84,4.39,37.59,13.57,20.76,0.01637,0.02714,0.01044,0.853,4748846,81.04,13.2,12981
Morelos,2020-12-01,2020,12,16.35,14.16,32.25,20.23,30.5,0.01631,0.03478,0.01943,0.903,1971520,404.08,13.5,5893
Nayarit,2020-12-01,2020,12,19.9,42.4,32.33,14.11,22.75,0.02369,0.01984,0.01292,0.599,1235456,44.42,12.8,2771
Nuevo León,2020-12-01,2020,12,17.63,31.95,35.94,31.61,59.92,0.01757,0.05412,0.02971,1.524,5784442,90.16,10.8,19174
Oaxaca,2020-12-01,2020,12,17.82,19.09,39.26,15.96,24.95,0.01846,0.02878,0.01401,0.507,4132148,44.07,14.8,10428
Puebla,2020-12-01,2020,12,6.21,13.14,39.14,24.16,46.42,0.01513,0.04378,0.01997,1.278,6583278,191.9,12.6,26245
Querétaro,2020-12-01,2020,12,9.06,25.12,36.77,23.28,50.05,0.01623,0.04247,0.01965,1.282,2368467,202.71,11.2,8774
Quintana Roo,2020-12-01,2020,12,18.79,39.87,54.18,13.53,22.17,0.01639,0.02569,0.01195,0.848,1857985,41.56,9.5,4186
San Luis Potosí,2020-12-01,2020,12,16.55,40.01,41.7,16.76,29.14,0.01548,0.0283,0.01415,0.713,2822255,46.16,12.5,7718
Sinaloa,2020-12-01,2020,12,19.69,17.32,43.58,16.96,31.57,0.01683,0.03206,0.0155,0.963,3026943,52.77,12.0,7421
Sonora,2020-12-01,2020,12,9.82,1.68,15.0,14.48,22.37,0.02418,0.02522,0.01181,0.824,2944840,16.42,11.2,8992
Tabasco,2020-12-01,2020,12,21.59,33.86,48.94,9.93,13.57,0.02077,0.019,0.00956,0.513,2402598,97.15,12.5,5330
Tamaulipas,2020-12-01,2020,12,18.56,33.61,30.6,18.59,34.58,0.01695,0.02938,0.01715,0.849,3527735,44.0,11.5,8820
Tlaxcala,2020-12-01,2020,12,4.97,3.38,39.84,20.63,35.34,0.01603,0.03663,0.01719,0.989,1342977,336.5,12.2,5053
Veracruz,2020-12-01,2020,12,17.53,44.63,58.05,10.92,19.39,0.0225,0.01884,0.01166,0.694,8062579,112.26,13.5,18848
Yucatán,2020-12-01,2020,12,21.47,36.24,52.68,11.86,23.11,0.02273,0.0192,0.00964,0.541,2320898,58.72,12.5,5226
Zacatecas,2020-12-01,2020,12,2.46,26.42,34.57,18.35,26.72,0.01516,0.03484,0.01563,0.895,1622138,21.55,12.8,6287
Aguascalientes,2021-01-01,2021,1,8.27,14.55,37.04,21.53,26.25,0.01836,0.03744,0.01914,1.064,1425607,253.76,11.5,4928
Baja California,2021-01-01,2021,1,12.79,29.91,42.81,19.59,37.51,0.02548,0.03791,0.01721,1.041,3769020,52.75,10.2,11742
Baja California Sur,2021-01-01,2021,1,12.96,8.3,43.02,15.91,25.57,0.01912,0.02603,0.01419,0.884,798447,10.8,9.8,2227
Campeche,2021-01-01,2021,1,20.95,31.72,30.04,13.39,20.24,0.02264,0.02515,0.01124,0.677,928363,16.03,12.0,1899
Chiapas,2021-01-01,2021,1,17.48,8.8,39.83,18.41,33.4,0.02092,0.03401,0.01612,1.066,5543828,75.64,14.5,16426
Chihuahua,2021-01-01,2021,1,3.5,7.64,15.27,16.19,32.26,0.02436,0.0271,0.01316,0.772,3741869,15.12,11.8,14334
Coahuila,2021-01-01,2021,1,5.61,35.68,16.97,16.25,31.27,0.02243,0.02734,0.01312,0.791,3146771,20.76,11.0,11080
Colima,2021-01-01,2021,1,18.1,28.84,42.35,18.56,27.72,0.0243,0.03202,0.01667,0.837,731391,130.03,12.5,2061
CDMX,2021-01-01,2021,1,4.11,20.34,32.95,38.93,68.59,0.0201,0.06927,0.03409,2.09,9209944,6160.5,14.2,47215
Durango,2021-01-01,2021,1,7.09,24.49,30.14,18.95,18.62,0.02337,0.03157,0.01764,0.975,1832650,14.86,12.0,6230
Guanajuato,2021-01-01,2021,1,8.57,19.38,36.67,26.77,44.86,0.02533,0.04872,0.02449,1.356,6166934,201.49,12.2,23821
Guerrero,2021-01-01,2021,1,16.75,15.43,32.75,15.37,28.36,0.02053,0.02968,0.01408,0.882,3540685,55.67,13.8,9173
Hidalgo,2021-01-01,2021,1,4.61,6.77,33.6,22.9,39.34,0.02048,0.03739,0.02193,1.239,3082841,148.12,13.0,12409
Jalisco,2021-01-01,2021,1,15.89,19.8,27.74,26.56,44.19,0.02514,0.0487,0.02278,1.43,8348151,106.23,12.4,28308
Edomex,2021-01-01,2021,1,4.19,33.67,34.59,33.16,62.17,0.02344,0.0619,0.02906,1.789,16992418,760.05,11.9,76625
Michoacán,2021-01-01,2021,1,13.89,6.22,33.65,19.11,31.14,0.02189,0.03612,0.01405,1.265,4748846,81.04,13.2,15460
Morelos,2021-01-01,2021,1,15.19,3.07,35.05,19.34,38.09,0.02596,0.03462,0.0172,0.874,1971520,404.08,13.5,6247
Nayarit,2021-01-01,2021,1,19.0,37.05,35.64,19.23,32.65,0.01799,0.03722,0.01685,1.022,1235456,44.42,12.8,3273
Nuevo León,2021-01-01,2021,1,17.48,21.94,33.71,31.44,60.43,0.0191,0.05598,0.02829,1.362,5784442,90.16,10.8,18894
Oaxaca,2021-01-01,2021,1,15.45,10.72,29.68,15.12,24.56,0.0219,0.02785,0.01467,0.814,4132148,44.07,14.8,12155
Puebla,2021-01-01,2021,1,6.81,20.98,41.18,23.36,43.05,0.02561,0.04062,0.02134,1.286,6583278,191.9,12.6,26184
Querétaro,2021-01-01,2021,1,9.27,9.22,35.06,20.47,38.03,0.01882,0.04111,0.01768,1.034,2368467,202.71,11.2,8273
Quintana Roo,2021-01-01,2021,1,20.03,12.06,46.35,16.71,24.47,0.02139,0.03154,0.01563,0.986,1857985,41.56,9.5,4646
San Luis Potosí,2021-01-01,2021,1,12.87,14.87,28.85,18.75,28.46,0.02663,0.03419,0.01653,0.903,2822255,46.16,12.5,8152
Sinaloa,2021-01-01,2021,1,17.31,8.73,32.25,14.29,24.15,0.02065,0.02547,0.0115,0.658,3026943,52.77,12.0,7423
Sonora,2021-01-01,2021,1,8.32,10.58,15.0,18.78,32.01,0.02544,0.03562,0.01694,0.97,2944840,16.42,11.2,9755
Tabasco,2021-01-01,2021,1,21.46,38.42,53.45,15.73,28.54,0.02526,0.02924,0.01476,0.832,2402598,97.15,12.5,5884
Tamaulipas,2021-01-01,2021,1,16.54,36.18,32.71,19.88,37.87,0.02346,0.03293,0.01652,1.057,3527735,44.0,11.5,9864
Tlaxcala,2021-01-01,2021,1,7.55,40.07,37.58,21.37,37.92,0.0249,0.03751,0.01884,1.123,1342977,336.5,12.2,4991
Veracruz,2021-01-01,2021,1,,,56.72,,,0.01926,0.03745,0.01816,1.065,8062579,112.26,13.5,25197
Yucatán,2021-01-01,2021,1,20.26,29.88,53.14,12.28,18.04,0.0247,0.02037,0.0109,0.616,2320898,58.72,12.5,5440
Zacatecas,2021-01-01,2021,1,1.46,29.21,43.59,12.48,16.72,0.02125,0.02295,0.01073,0.538,1622138,21.55,12.8,5783
Aguascalientes,2021-02-01,2021,2,8.1,24.77,42.56,18.86,27.56,0.03221,0.03033,0.01497,0.93,1425607,253.76,11.5,5025
Baja California,2021-02-01,2021,2,16.03,41.76,41.47,20.38,40.6,0.0229,0.03708,0.01744,0.889,3769020,52.75,10.2,11090
Baja California Sur,2021-02-01,2021,2,17.93,9.9,25.74,12.1,21.95,0.02662,0.02097,0.0098,0.546,798447,10.8,9.8,1749
Campeche,2021-02-01,2021,2,21.76,16.76,40.54,14.2,23.72,0.02641,0.02435,0.01387,0.651,928363,16.03,12.0,1824
Chiapas,2021-02-01,2021,2,19.79,9.99,38.92,15.0,27.14,0.02718,0.0258,0.01388,0.774,5543828,75.64,14.5,14505
Chihuahua,2021-02-01,2021,2,4.6,4.69,15.97,14.76,20.12,0.02721,0.02581,0.01339,0.717,3741869,15.12,11.8,13288
Coahuila,2021-02-01,2021,2,6.76,18.99,17.4,21.27,36.0,0.02702,0.03818,0.01851,1.07,3146771,20.76,11.0,11159
Colima,2021-02-01,2021,2,19.65,27.46,39.82,15.86,26.68,0.02577,0.02983,0.01211,0.741,731391,130.03,12.5,1787
CDMX,2021-02-01,2021,2,3.63,24.0,32.52,36.31,75.29,0.02904,0.06241,0.03118,1.889,9209944,6160.5,14.2,46321
Durango,2021-02-01,2021,2,6.41,22.94,30.13,20.67,39.37,0.02292,0.03588,0.01809,1.17,1832650,14.86,12.0,6709
Guanajuato,2021-02-01,2021,2,7.71,42.4,36.87,25.16,47.16,0.02662,0.04662,0.02198,1.14,6166934,201.49,12.2,23256
Guerrero,2021-02-01,2021,2,21.62,8.63,39.36,14.84,19.13,0.02292,0.02134,0.0118,0.685,3540685,55.67,13.8,8535
Hidalgo,2021-02-01,2021,2,5.43,32.35,38.58,18.26,47.03,0.03085,0.03118,0.01521,0.896,3082841,148.12,13.0,11965
Jalisco,2021-02-01,2021,2,16.27,34.16,39.78,26.19,58.63,0.02959,0.04829,0.02242,1.438,8348151,106.23,12.4,28484
Edomex,2021-02-01,2021,2,5.82,13.08,38.15,33.96,58.34,0.02743,0.05915,0.03031,1.796,16992418,760.05,11.9,74508
Michoacán,2021-02-01,2021,2,17.38,16.31,23.14,21.75,32.77,0.0237,0.03886,0.0193,1.156,4748846,81.04,13.2,13357
Morelos,2021-02-01,2021,2,14.84,13.93,39.66,25.0,41.23,0.02889,0.04711,0.02192,1.322,1971520,404.08,13.5,6901
Nayarit,2021-02-01,2021,2,18.83,38.25,43.23,17.71,33.95,0.02796,0.03161,0.01391,1.038,1235456,44.42,12.8,3168
Nuevo León,2021-02-01,2021,2,18.31,30.12,37.23,26.32,50.81,0.03234,0.04719,0.02339,1.369,5784442,90.16,10.8,16275
Oaxaca,2021-02-01,2021,2,16.95,8.84,32.1,20.94,41.31,0.0264,0.039,0.0182,1.074,4132148,44.07,14.8,12406
Puebla,2021-02-01,2021,2,7.79,19.21,34.3,23.74,48.13,0.02272,0.0406,0.02097,1.143,6583278,191.9,12.6,25767
Querétaro,2021-02-01,2021,2,10.07,41.17,34.08,24.01,41.09,0.02441,0.04337,0.02196,1.15,2368467,202.71,11.2,8268
Quintana Roo,2021-02-01,2021,2,21.23,11.15,47.84,12.18,20.48,0.02824,0.02146,0.01145,0.45,1857985,41.56,9.5,4344
San Luis Potosí,2021-02-01,2021,2,15.1,25.02,37.08,20.76,27.82,0.02384,0.03544,0.01697,0.966,2822255,46.16,12.5,8444
Sinaloa,2021-02-01,2021,2,17.77,39.62,33.94,17.46,36.98,0.0277,0.03168,0.01426,0.843,3026943,52.77,12.0,8301
Sonora,2021-02-01,2021,2,9.96,9.66,22.19,19.35,36.79,0.02677,0.03372,0.01585,1.193,2944840,16.42,11.2,9226
Tabasco,2021-02-01,2021,2,20.92,29.07,49.54,7.25,20.4,0.03022,0.01761,0.00667,0.463,2402598,97.15,12.5,5220
Tamaulipas,2021-02-01,2021,2,18.24,40.05,36.42,16.7,19.57,0.03232,0.03241,0.01155,0.893,3527735,44.0,11.5,9144
Tlaxcala,2021-02-01,2021,2,6.48,38.83,37.36,18.58,43.96,0.03025,0.03322,0.01783,0.724,1342977,336.5,12.2,5056
Veracruz,2021-02-01,2021,2,19.56,16.43,58.14,15.96,32.81,0.02437,0.03119,0.01325,0.815,8062579,112.26,13.5,20509
Yucatán,2021-02-01,2021,2,22.02,29.88,49.99,13.21,5.0,0.02489,0.02059,0.01359,0.459,2320898,58.72,12.5,4591
Zacatecas,2021-02-01,2021,2,3.9,16.41,35.85,13.25,16.26,0.02382,0.02722,0.0116,0.786,1622138,21.55,12.8,5852
Aguascalientes,2021-03-01,2021,3,13.84,39.92,31.0,21.37,35.36,0.03435,0.03823,0.01748,0.933,1425607,253.76,11.5,4432
Baja California,2021-03-01,2021,3,16.44,16.71,38.84,23.16,43.47,0.03787,0.03489,0.021,1.117,3769020,52.75,10.2,11524
Baja California Sur,2021-03-01,2021,3,18.59,6.56,48.11,11.43,26.26,0.03683,0.02114,0.0099,0.584,798447,10.8,9.8,1687
Campeche,2021-03-01,2021,3,23.95,49.28,41.33,12.5,21.16,0.03415,0.02019,0.00949,0.539,928363,16.03,12.0,1682
Chiapas,2021-03-01,2021,3,23.22,50.97,41.52,13.8,25.16,0.03931,0.02177,0.01212,0.532,5543828,75.64,14.5,13846
Chihuahua,2021-03-01,2021,3,11.12,6.25,24.04,13.79,27.49,0.03468,0.0203,0.01171,0.632,3741869,15.12,11.8,11332
Coahuila,2021-03-01,2021,3,14.37,10.58,24.42,18.21,28.26,0.03809,0.03089,0.01227,0.868,3146771,20.76,11.0,8563
Colima,2021-03-01,2021,3,23.28,23.19,52.37,13.65,22.7,0.03364,0.02271,0.01319,0.669,731391,130.03,12.5,1601
CDMX,2021-03-01,2021,3,10.28,27.96,49.09,29.85,53.25,0.03458,0.04888,0.02404,1.374,9209944,6160.5,14.2,36987
Durango,2021-03-01,2021,3,9.19,10.37,48.64,12.77,28.23,0.03761,0.01821,0.01066,0.553,1832650,14.86,12.0,5686
Guanajuato,2021-03-01,2021,3,13.4,25.58,41.94,23.4,33.4,0.0315,0.0373,0.02077,1.237,6166934,201.49,12.2,20718
Guerrero,2021-03-01,2021,3,21.94,27.63,52.53,14.56,27.81,0.03104,0.02667,0.01168,0.483,3540685,55.67,13.8,8014
Hidalgo,2021-03-01,2021,3,12.88,47.49,37.54,14.33,25.62,0.03163,0.02379,0.01147,0.517,3082841,148.12,13.0,9503
Jalisco,2021-03-01,2021,3,19.09,17.86,49.35,26.13,43.82,0.03453,0.0444,0.02265,1.291,8348151,106.23,12.4,25126
Edomex,2021-03-01,2021,3,9.14,17.0,48.31,30.93,52.87,0.03651,0.0488,0.0268,1.591,16992418,760.05,11.9,68665
Michoacán,2021-03-01,2021,3,17.02,14.92,45.62,15.61,23.96,0.03565,0.02287,0.01313,0.716,4748846,81.04,13.2,13132
Morelos,2021-03-01,2021,3,20.75,15.21,45.52,15.81,33.08,0.03832,0.02622,0.01317,0.83,1971520,404.08,13.5,4887
Nayarit,2021-03-01,2021,3,19.06,33.32,43.93,13.68,28.3,0.03807,0.02144,0.00916,0.605,1235456,44.42,12.8,3228
Nuevo León,2021-03-01,2021,3,18.53,13.84,45.14,29.19,56.98,0.03583,0.04782,0.02339,1.336,5784442,90.16,10.8,16782
Oaxaca,2021-03-01,2021,3,19.4,10.86,47.26,13.98,30.1,0.03744,0.02389,0.01088,0.608,4132148,44.07,14.8,10045
Puebla,2021-03-01,2021,3,11.27,11.5,43.47,18.49,34.92,0.03945,0.02984,0.01561,0.855,6583278,191.9,12.6,22735
Querétaro,2021-03-01,2021,3,12.86,10.57,43.25,23.0,36.31,0.0347,0.03613,0.01904,1.019,2368467,202.71,11.2,7790
Quintana Roo,2021-03-01,2021,3,23.4,31.31,61.4,7.86,10.78,0.03639,0.00843,0.00563,0.337,1857985,41.56,9.5,3711
San Luis Potosí,2021-03-01,2021,3,18.65,34.28,35.96,17.68,29.54,0.03058,0.02968,0.01353,0.8,2822255,46.16,12.5,7224
Sinaloa,2021-03-01,2021,3,20.18,38.12,46.3,16.04,30.12,0.03008,0.02761,0.01297,0.809,3026943,52.77,12.0,7538
Sonora,2021-03-01,2021,3,15.66,7.57,21.94,14.44,23.28,0.0361,0.0226,0.0113,0.615,2944840,16.42,11.2,8422
Tabasco,2021-03-01,2021,3,23.52,30.67,64.53,9.4,12.3,0.03819,0.01423,0.00956,0.531,2402598,97.15,12.5,4869
Tamaulipas,2021-03-01,2021,3,21.44,45.68,47.3,16.25,21.85,0.03681,0.02797,0.0122,0.665,3527735,44.0,11.5,7612
Tlaxcala,2021-03-01,2021,3,11.03,25.47,32.24,15.04,26.74,0.03159,0.02758,0.01303,0.608,1342977,336.5,12.2,4502
Veracruz,2021-03-01,2021,3,20.02,33.07,60.19,15.88,19.37,0.03079,0.02636,0.01488,0.769,8062579,112.26,13.5,17831
Yucatán,2021-03-01,2021,3,23.52,46.67,52.75,10.56,17.13,0.03243,0.0161,0.0075,0.506,2320898,58.72,12.5,4269
Zacatecas,2021-03-01,2021,3,9.43,24.86,56.18,13.31,17.0,0.03401,0.02324,0.0119,0.62,1622138,21.55,12.8,5233
Aguascalientes,2021-04-01,2021,4,21.56,64.43,63.56,13.64,22.8,0.04157,0.01964,0.00996,0.591,1425607,253.76,11.5,3124
Baja California,2021-04-01,2021,4,20.11,34.14,59.19,11.02,16.12,0.04328,0.01588,0.00878,0.443,3769020,52.75,10.2,8266
Baja California Sur,2021-04-01,2021,4,23.23,9.06,54.82,10.79,16.82,0.04011,0.01489,0.00948,0.433,798447,10.8,9.8,1412
Campeche,2021-04-01,2021,4,27.24,105.65,51.36,11.44,17.95,0.04392,0.0191,0.00965,0.345,928363,16.03,12.0,1842
Chiapas,2021-04-01,2021,4,22.82,87.3,59.75,8.73,18.66,0.0383,0.0157,0.00627,0.323,5543828,75.64,14.5,10375
Chihuahua,2021-04-01,2021,4,19.08,11.06,29.65,15.2,15.64,0.04492,0.02411,0.01249,0.71,3741869,15.12,11.8,8655
Coahuila,2021-04-01,2021,4,22.79,43.03,40.55,14.32,26.53,0.03969,0.01874,0.01305,0.572,3146771,20.76,11.0,6712
Colima,2021-04-01,2021,4,24.81,56.15,48.37,11.24,16.64,0.04681,0.01755,0.00865,0.499,731391,130.03,12.5,1537
